ID_Espacio_Verde,Nombre,Nombre_Mapa,Tipo_Espacio,Clasificacion_Original,Acceso,Direccion,Barrio,Comuna,Tiene_Patio_Juegos,Superficie_m2,Perimetro_m,Latitud,Longitud,Latitud_Centroide,Longitud_Centroide,Metodo_Coordenada,Flag_Centroide_Fuera_Geometria,Distancia_Centroide_Pin_m,Flag_Geometria_Reparada,Cantidad_Partes_Geometria,Flag_Revision_Manual,Motivo_Revision,Criterio_Inclusion,CRS_Coordenadas,Fuente_Archivo
909,Plaza Cnel. Martín Irigoyen,Pza. Cnel. Martín Irigoyen,Plaza,PLAZA,No informado,"FONROUGE - GARCIA DE COSSIO - LARRAZABAL, AV. - CAAGUAZU - PROPIEDAD PARTICULAR",Liniers,9,SI,4151.011092611757,718.11360269533,-34.6422654699,-58.5127121102,-34.6426361970,-58.5125788283,Punto representativo interno del componente principal,1,42.90,0,7,1,La ubicación menciona propiedad particular; confirmar acceso,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
910,Plaza Rufino de Elizalde,Pza. Rufino de Elizalde,Plaza,PLAZA,No informado,"DEL LIBERTADOR, AV. - PROPIEDAD PARTICULAR - CASTILLA, RAMON, MCAL. - ELIZALDE, RUFINO DE",Palermo,14,NO,3048.179403416591,545.7259284355308,-34.5815122405,-58.4020494107,-34.5814098693,-58.4019682895,Punto representativo interno del componente principal,1,13.58,0,6,1,La ubicación menciona propiedad particular; confirmar acceso,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
911,Plaza Noruega,Pza. Noruega,Plaza,PLAZA,No informado,CIUDAD DE LA PAZ - AMENABAR - MENDOZA - JURAMENTO,Belgrano,13,SI,2158.5959995591857,534.0125093480074,-34.5619089682,-58.4585508207,-34.5621260445,-58.4587359846,Punto representativo interno del componente principal,1,29.47,0,6,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
913,Plaza República Federativa del Brasil,Pza. Rep. Fed. del Brasil,Plaza,PLAZA,No informado,"FIGUEROA ALCORTA, PRES., AV. - Muro en desnivel que limita con la plaza Australia - COUTURE, EDUARDO - Centro de Exposiciones y Convenciones de la Ciudad",Recoleta,2,SI,3488.399668705773,1302.2633384378123,-34.5838640835,-58.3905882770,-34.5835856204,-58.3904352261,Punto representativo interno del componente principal,1,33.93,0,15,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
914,Paseo de las Américas,Pque. Paseo de las Américas,Parque,PARQUE,No informado,"JURAMENTO - FIGUEROA ALCORTA, PRES., AV. - MONROE, AV.- RAMSAY - LICEO ITALIANO - CASTAÑEDA",Belgrano,13,SI,67877.43716513211,6798.20438065399,-34.5494134341,-58.4404365549,-34.5494134341,-58.4404365549,Centroide geométrico,0,0.00,0,24,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
916,Plaza Padre M. Champagnat,Pza. Padre M. Champagnat,Plaza,PLAZA,No informado,"VELEZ SARSFIELD, AV. - RIO CUARTO - IRIARTE - PROPIEDAD PARTICULAR",Barracas,4,NO,6033.605202093642,852.3012359173732,-34.6518671411,-58.3896698823,-34.6518624753,-58.3894380942,Punto representativo interno del componente principal,1,21.25,0,4,1,La ubicación menciona propiedad particular; confirmar acceso,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
917,Plaza República del Ecuador,Pza. Rep. del Ecuador,Plaza,PLAZA,No informado,"FIGUEROA ALCORTA, PRES., AV. - BIFURCACION - HASTA DORREGO, AV.",Palermo,14,NO,44484.42891031496,1183.295016598361,-34.5637914347,-58.4216198015,-34.5637914347,-58.4216198015,Centroide geométrico,0,0.00,0,4,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
919,Parque Padre Carlos Mugica,Pque. Padre Carlos Mugica,Parque,PARQUE,No informado,"GERCHUNOFF, ALBERTO - YRURTIA, ROGELIO - PELLEGRINI, CARLOS E.",Saavedra,12,SI,43838.572158053095,2919.511805850188,-34.5626706173,-58.5039076541,-34.5626706173,-58.5039076541,Centroide geométrico,0,0.00,0,11,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
921,Plaza Cecilia Grierson,Pza. Cecilia Grierson,Plaza,PLAZA,No informado,"SAN JUAN, AV. - CHACABUCO - PERU",San Telmo,1,SI,1595.9595252320362,483.1598583850953,-34.6222955127,-58.3749733044,-34.6222955127,-58.3749733044,Centroide geométrico,0,0.00,0,3,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
922,Plaza Lorea,Pza. Lorea,Plaza,PLAZA,No informado,"RIVADAVIA, AV. - SAENZ PEÑA, LUIS, PRES. - DE MAYO, AV.",Monserrat,1,NO,1088.4637178731987,211.48035977707434,-34.6091682374,-58.3878010774,-34.6091655152,-58.3876568286,Punto representativo interno del componente principal,1,13.23,0,2,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
926,Plaza Balcarce,Pza. Balcarce,Plaza,PLAZA,No informado,"CABILDO, AV. - MANZANARES - VUELTA DE OBLIGADO - JARAMILLO",Nuñez,13,SI,4234.663656699911,1070.866093033764,-34.5476546715,-58.4688628561,-34.5474556346,-58.4685611443,Punto representativo interno del componente principal,1,35.41,0,15,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
927,Plaza Leandro N. Alem,Pza. Leandro N. Alem,Plaza,PLAZA,No informado,"LARSEN - ARTIGAS - COCHRANE - BUFANO, ALFREDO R.",Villa Pueyrredon,12,SI,5385.906283059951,1143.797267634567,-34.5763615688,-58.5032006824,-34.5763615688,-58.5032006824,Centroide geométrico,0,0.00,0,11,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
928,Plaza Mitre,Pza. Mitre,Plaza,PLAZA,No informado,"DEL LIBERTADOR, Av. - REPUBLICA DEL LIBANO - ARJONILLA - AGÜERO",Recoleta,2,NO,7366.6580522205695,1314.2883696001297,-34.5840849700,-58.3958108518,-34.5840849700,-58.3958108518,Centroide geométrico,0,0.00,0,23,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
931,Plaza Herrera,Pza. Herrera,Plaza,PLAZA,No informado,"QUINQUELA MARTIN, BENITO - (N Y S) - HERRERA (O) - HORNOS Gral.",Barracas,4,SI,4957.983193559161,1106.6233803471725,-34.6440456437,-58.3765985116,-34.6441219821,-58.3761897364,Punto representativo interno del componente principal,1,38.41,0,10,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
937,Parque Gral. Paz,Pque. Gral. Paz,Parque,PARQUE,No informado,"LARRALDE, CRISOLOGO, AV. - PAZ, GRAL., AV.- AIZPURUA",Saavedra,12,SI,77345.46472184011,7288.5302861754735,-34.5665637976,-58.5073564792,-34.5665718004,-58.5062728220,Punto representativo interno del componente principal,1,99.43,0,28,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
940,Parque de los Niños,Pque. de los Niños,Parque,PARQUE,No informado,CIRCULO POLICIAL - CLUB CASA - PARTIDO DE VICENTE LOPEZ - RIO DE LA PLATA,Nuñez,13,SI,264775.6153844673,14628.964650420523,-34.5285842618,-58.4554173094,-34.5296608390,-58.4577049936,Punto representativo interno del componente principal,1,241.56,0,31,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
941,Paseo República de Filipinas,Jardín Paseo Rep. de Filipinas,Jardín o paseo verde,JARDÍN,No informado,"DE LOS INCAS, AV. E/ CRAMER Y ALVAREZ THOMAS, AV.",Colegiales,13,NO,5257.035788771701,2400.8165471618972,-34.5703349525,-58.4584336244,-34.5745748252,-58.4634404169,Punto representativo interno del componente principal,1,657.37,0,52,0,No aplica,"Jardín identificado con superficie >= 5,000 m² o patio de juegos",EPSG:4326,espacio_verde_publico.csv
943,Parque Indoamericano,Pque. Indoamericano,Parque,PARQUE,No informado,"LACARRA, AV. - ESCALADA, AV. - CASTAÑARES, AV. - FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV.",Villa Soldati,8,SI,875443.8021359958,51631.124726620925,-34.6677413196,-58.4578258289,-34.6652999507,-58.4609497774,Punto representativo interno del componente principal,1,394.06,1,144,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
950,Plaza 1º de Marzo de 1948,Pza. 1º de Marzo de 1948,Plaza,PLAZA,No informado,"RUIZ HUIDOBRO, Av. - MILLER - VALDENEGRO - BALBIN, RICARDO, DR., AV.- Propiedad particular",Saavedra,12,NO,7051.994685552715,920.1223516817186,-34.5557022093,-58.4942944437,-34.5557022093,-58.4942944437,Centroide geométrico,0,0.00,0,7,1,La ubicación menciona propiedad particular; confirmar acceso,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
957,Plaza de la Bandera,Pza. de la Bandera,Plaza,PLAZA,No informado,"JUSTO, JUAN B., AV. - PROPIEDAD PARTICULAR - GAONA, AV. - BELEN",Velez Sarsfield,10,SI,2153.815178708515,1049.530910557875,-34.6288357243,-58.4933825386,-34.6288357243,-58.4933825386,Centroide geométrico,0,0.00,0,17,1,La ubicación menciona propiedad particular; confirmar acceso,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
990,Plaza de la Defensa,Pza. de la Defensa,Plaza,PLAZA,No informado,DEFENSA 530/548,Monserrat,1,NO,157.21460069795808,157.17140079559294,-34.6140864065,-58.3722846798,-34.6140954713,-58.3721743196,Punto representativo interno del componente principal,1,10.17,0,5,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
999,Raquel Forner,Pque. Raquel Forner,Parque,PARQUE,No informado,"SANCHEZ DE THOMPSON, MARIQUITA - DE LOS ITALIANOS, AV - MANSO, JUANA",Puerto Madero,1,NO,3752.9795149248275,1085.4383993855477,-34.5997404145,-58.3635788710,-34.5997404145,-58.3635788710,Centroide geométrico,0,0.00,0,6,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
1000,Plaza Fenia Chertkoff,Pza. Fenia Chertkoff,Plaza,PLAZA,No informado,"DE LOS ITALIANOS, AV - GRIERSON, CECILIA, BOULEVARD - MANSO, JUANA - SANCHEZ DE THOMPSON, MARIQUITA",Puerto Madero,1,NO,751.966667427603,244.31360424044516,-34.5986158383,-58.3638580715,-34.5986158383,-58.3638580715,Centroide geométrico,0,0.00,0,2,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1008,Plaza Guatemala,Pza. Guatemala,Plaza,PLAZA,No informado,"JUSTO, JUAN B. AV. - ALVAREZ JONTE, AV. - JUSTO, JUAN B. AV.",Versalles,10,NO,580.3979740821463,171.15713598169972,-34.6337140303,-58.5210591412,-34.6337140303,-58.5210591412,Centroide geométrico,0,0.00,0,1,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1011,Plaza Calabria,Pza. Calabria,Plaza,PLAZA,No informado,"ESCALADA, AV. - CASTAÑARES, AV. - ESCALADA, AV. - SARAZA",Villa Soldati,8,NO,12820.611891171706,659.0634240321272,-34.6642840954,-58.4696025683,-34.6642840954,-58.4696025683,Centroide geométrico,0,0.00,0,2,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1012,Plaza Alberdi,Pza. Alberdi,Plaza,PLAZA,No informado,"ACHA, MARIANO - MACHAI - NUÑEZ - LARRALDE, CRISOLOGO, AV.",Saavedra,12,SI,12474.028356247873,468.2312580440669,-34.5599366317,-58.4871943525,-34.5599366317,-58.4871943525,Centroide geométrico,0,0.00,0,1,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1034,Plaza Mario A. Amaya,Pza. Mario A. Amaya,Plaza,PLAZA,No informado,"CONSTITUCION E/BOEDO, AV. Y COLOMBRES",Boedo,5,SI,830.0823022096841,493.99691780853146,-34.6277962023,-58.4166384446,-34.6277962023,-58.4166384446,Centroide geométrico,0,0.00,0,7,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1037,Plaza Nicolás Granada,Pza. Nicolás Granada,Plaza,PLAZA,No informado,"DELLEPIANE, LUIS J., TTE. GRAL., AV. - OLIDEN - ZELARRAYAN - MURGUIONDO",Villa Lugano,8,SI,8481.837082326483,1305.5968931288537,-34.6740481557,-58.4786074443,-34.6740481557,-58.4786074443,Centroide geométrico,0,0.00,0,25,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1040,Obispo Enrique Angelelli,Pza. Obispo Enrique Angelelli,Plaza,PLAZA,No informado,"EREZCANO, AV. - FERRE - BERON DE ASTRADA - MATANZA",Nueva Pompeya,4,SI,8128.525279374441,523.5186893724489,-34.6587436067,-58.4228020831,-34.6587436067,-58.4228020831,Centroide geométrico,0,0.00,0,1,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1054,Virginia Bolten,Pque. Virginia Bolten,Parque,PARQUE,No informado,"LANTERI, JULIETA - SALOTTI, MARTHA - PAINÉ, AIMÉ - EZCURRA, ENCARNACI+N",Puerto Madero,1,NO,8439.16811423439,796.4461605923441,-34.6154199601,-58.3608232306,-34.6146728863,-58.3608830355,Punto representativo interno del componente principal,1,83.04,0,6,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
1061,Plaza Dr. Vicente S. Lima,Pza. Dr. Vicente S. Lima,Plaza,PLAZA,No informado,"PELLEGRINI, CARLOS - YRURTIA, ROGELIO",Saavedra,12,SI,6001.42352083421,338.3693825123938,-34.5638760854,-58.5030766165,-34.5638760854,-58.5030766165,Centroide geométrico,0,0.00,0,1,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1062,Plaza Bélgica,Pza. Bélgica,Plaza,PLAZA,No informado,"CASTILLA, RAMON, MCAL. - AGUADO, ALEJANDRO M. - PROPIEDAD PARTICULAR - FIGUEROA ALCORTA, PRES., AV.",Palermo,14,NO,1169.8888646901974,260.06164363261314,-34.5799254116,-58.4008532112,-34.5799254116,-58.4008532112,Centroide geométrico,0,0.00,0,3,1,La ubicación menciona propiedad particular; confirmar acceso,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1083,Guillermo E. Hudson,Jardín Guillermo E. Hudson,Jardín o paseo verde,JARDÍN,No informado,"SARMIENTO, AV. E/ SANTA FE, AV. - DEL LIBERTADOR, AV. (VEREDON DEL ZOOLOGICO)",Palermo,14,NO,10113.61653908265,1541.2226806559843,-34.5781450261,-58.4177459474,-34.5781450261,-58.4177459474,Centroide geométrico,0,0.00,0,1,0,No aplica,"Jardín identificado con superficie >= 5,000 m² o patio de juegos",EPSG:4326,espacio_verde_publico.csv
1095,Plaza M. Mujica Lainez,Pza. M. Mujica Lainez,Plaza,PLAZA,No informado,"LOPEZ, VICENTE - JUNIN",Recoleta,2,SI,1211.7188032594977,386.63455306911175,-34.5895835671,-58.3930085338,-34.5895835671,-58.3930085338,Centroide geométrico,0,0.00,0,6,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1096,Plaza Don Segundo Sombra - Brian Aguinaco,Pza. Don Segundo Sombra - Brian Aguinaco,Plaza,PLAZA,No informado,"SANTANDER - CASTILLO, JUAN DEL - AROMA - RODRIGUEZ ALONSO",Flores,7,SI,977.9223537231816,362.08031450163867,-34.6421502718,-58.4501937700,-34.6421273787,-58.4503710661,Punto representativo interno del componente principal,1,16.45,0,4,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1104,Parque Thays,Pque. Thays,Parque,PARQUE,No informado,"DEL LIBERTADOR, AV. - CALLAO, AV.- VAZ FERREIRA, CARLOS, DR. - QUIROGA, JUAN FACUNDO, BRIG. GRAL. VIA R PIDA",Recoleta,2,SI,49023.113804303015,6873.3967573672035,-34.5848342692,-58.3869144511,-34.5848342692,-58.3869144511,Centroide geométrico,0,0.00,0,162,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
1105,Bo. Gral. San Martín,Jardín Bo. Gral. San Martín,Jardín o paseo verde,JARDÍN,No informado,"DE LOS CONSTITUYENTES, AV. - ALVAREZ PRADO, MANUEL - PAZ, GRAL., AV. - SAN MARINO - NAZCA, AV. (SECTORES)",Villa Pueyrredon,12,SI,73619.0836354991,9462.870597713867,-34.5739041253,-58.5093241473,-34.5737395184,-58.5096946105,Punto representativo interno del componente principal,1,38.58,0,81,0,No aplica,"Jardín identificado con superficie >= 5,000 m² o patio de juegos",EPSG:4326,espacio_verde_publico.csv
1106,Parque Rivadavia,Pque. Rivadavia,Parque,PARQUE,No informado,"RIVADAVIA, AV. - DOBLAS - ROSARIO - BEAUCHEF",Caballito,6,SI,32836.2773962974,5777.576116114033,-34.6185696013,-58.4330969585,-34.6179420680,-58.4332334285,Punto representativo interno del componente principal,1,70.72,0,51,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
1107,Parque Las Heras,Pque. Las Heras,Parque,PARQUE,No informado,"LAS HERAS, AV. - DIAZ, CNEL., AV. - JUNCAL - SALGUERO, JERONIMO",Palermo,14,SI,60827.189884884974,6823.819600027127,-34.5840208515,-58.4087052589,-34.5840208515,-58.4087052589,Centroide geométrico,0,0.00,0,45,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
1108,Plaza El Salvador,Pza. El Salvador,Plaza,PLAZA,No informado,"MONROE, AV. - BAVIO, ERNESTO A. - RICHIERI, PABLO, TTE. GRAL.",Belgrano,13,SI,36371.360395980344,3575.768793309059,-34.5489137525,-58.4459531972,-34.5489137525,-58.4459531972,Centroide geométrico,0,0.00,0,43,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1110,Parque de las Victorias,Pque. de las Victorias,Parque,PARQUE,No informado,"LARRAZABAL, AV. - FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. - ROCA, CNEL., AV.",Villa Lugano,8,SI,749475.9864215301,35074.91574050994,-34.6801424402,-58.4583642590,-34.6801424402,-58.4583642590,Centroide geométrico,0,0.00,1,287,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
1111,Dr. Juan B. Alberdi,Pque. Dr. Juan B. Alberdi,Parque,PARQUE,No informado,"DIRECTORIO, AV. - DE LA TORRE, LISANDRO, AV. - MURGUIONDO",Mataderos,9,SI,26000.28831296479,4322.522752018111,-34.6597902360,-58.4998578645,-34.6600370812,-58.5008200788,Punto representativo interno del componente principal,1,92.34,0,33,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
1112,Plaza Mariano Moreno,Pza. Mariano Moreno,Plaza,PLAZA,No informado,"SAENZ PEÑA, LUIS, PRES. - YRIGOYEN, HIPOLITO - DE MAYO, AV.",Monserrat,1,NO,6524.046067483374,1722.7791563780404,-34.6096016779,-58.3883735369,-34.6096016779,-58.3883735369,Centroide geométrico,0,0.00,0,12,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1113,Plaza Martín Rodríguez,Pza. Martín Rodríguez,Plaza,PLAZA,No informado,HELGUERA - PAREJA - ARGERICH - HABANA,Villa Pueyrredon,12,SI,7248.256862344926,1256.4278663718078,-34.5908318901,-58.5011146884,-34.5908318901,-58.5011146884,Centroide geométrico,0,0.00,0,14,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1114,Plaza B. Vicuña Mackenna,Pza. B. Vicuña Mackenna,Plaza,PLAZA,No informado,RAMALLO - CONESA - CRAMER - ARIAS,Saavedra,12,SI,3899.121081206682,1220.4591569893869,-34.5442541634,-58.4772537372,-34.5440831333,-58.4773754108,Punto representativo interno del componente principal,1,22.01,0,17,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1115,Plaza Roma,Pza. Roma,Plaza,PLAZA,No informado,"ALEM, LEANDRO N., AV. - TUCUMAN - BOUCHARD - LAVALLE",San Nicolas,1,SI,6797.812720764001,1745.1502124375043,-34.6012351262,-58.3702130449,-34.6011809027,-58.3697773436,Punto representativo interno del componente principal,1,40.41,0,14,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1117,Parque Saint Tropez,Pque. Saint Tropez,Parque,PARQUE,No informado,"OBLIGADO, RAFAEL, AV. COSTANERA (MURALLON) -ECHEVERRIA, PROLONGACION IMAGINARIA - VIRREY DEL PINO, PROLONGACION IMAGINARIA - RIO DE LA PLATA",Belgrano,13,NO,75107.7169230922,10417.037266237629,-34.5495407406,-58.4277448381,-34.5495407406,-58.4277448381,Centroide geométrico,0,0.00,1,39,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
1118,Plaza de los Periodistas,Pza. de los Periodistas,Plaza,PLAZA,No informado,"NEUQUEN - NAZCA, AV. - PAEZ - TERRADA",Flores,7,SI,7624.133976332722,1405.9668496759891,-34.6214290735,-58.4730211268,-34.6214290735,-58.4730211268,Centroide geométrico,0,0.00,0,15,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1119,Plaza Tte. Gral. Pablo Ricchieri,Pza. Tte. Gral. Pablo Ricchieri,Plaza,PLAZA,No informado,"BEIRO, FRANCISCO, AV. - QUEVEDO - DESAGUADERO - VARELA, JOSE P.",Villa Devoto,11,SI,10272.909868753199,1427.0504023145238,-34.6106372504,-58.5183059583,-34.6106372504,-58.5183059583,Centroide geométrico,0,0.00,0,12,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1121,Plaza Islas Malvinas,Pza. Islas Malvinas,Plaza,PLAZA,No informado,"20 DE SEPTIEMBRE - DON PEDRO DE MENDOZA, AV. - ARZOBISPO ESPINOSA - CABOTO",La Boca,4,SI,4200.179026655267,896.4188152899958,-34.6270999173,-58.3603983190,-34.6269159748,-58.3605457069,Punto representativo interno del componente principal,1,24.47,0,6,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1122,Plaza Dr. Onesimo Leguizamón,Pza. Dr. Onesimo Leguizamón,Plaza,PLAZA,No informado,ERCILLA - FRAGATA LA ARGENTINA - GUAMINI - SCHMIDEL,Mataderos,9,SI,4778.442814433229,1398.0667308741522,-34.6561932872,-58.5180549945,-34.6558704184,-58.5184799346,Punto representativo interno del componente principal,1,52.91,0,13,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1124,Plaza Derechos del Hombre,Pza. Derechos del Hombre,Plaza,PLAZA,No informado,"JUSTO, JUAN B., AV. - MAGARIÑOS CERVANTES, ALEJANDRO - CORTINA - IRIGOYEN",Villa Luro,10,SI,6446.780935889649,1776.648009835201,-34.6340353799,-58.5078737125,-34.6340353799,-58.5078737125,Centroide geométrico,0,0.00,0,24,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1125,Plaza Unidad Latinoamericana,Pza. Unidad Latinoamericana,Plaza,PLAZA,No informado,"MEDRANO - EL SALVADOR - COSTA RICA - ACUÑA de FIGUEROA, FRANCISCO",Palermo,14,SI,4839.069182284916,1315.9371919420767,-34.5925148522,-58.4197798376,-34.5921226728,-58.4198614112,Punto representativo interno del componente principal,1,44.14,0,11,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1126,Plaza Almagro,Pza. Almagro,Plaza,PLAZA,No informado,"SALGUERO, JERONIMO - SARMIENTO - BULNES - PERON, JUAN D., TTE. GRAL.",Almagro,5,SI,7513.643876346517,1303.013844099477,-34.6055402504,-58.4195705061,-34.6057927257,-58.4191165186,Punto representativo interno del componente principal,1,50.17,0,12,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1127,Plaza Tte. Gral. Emilio Mitre,Pza. Tte. Gral. Emilio Mitre,Plaza,PLAZA,No informado,"LAS HERAS, GRAL., AV. - PUEYRREDON, AV. - PACHECO DE MELO, JOSE A. - CANTILO",Recoleta,2,SI,5734.357727991939,1526.088326240301,-34.5882538180,-58.3968790689,-34.5881619702,-58.3975034407,Punto representativo interno del componente principal,1,58.17,0,32,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1129,Plaza R. González Tuñón,Pza. R. González Tuñón,Plaza,PLAZA,No informado,"YRIGOYEN, HIPOLITO - 24 DE NOVIEMBRE",Balvanera,3,SI,1193.4615103695326,624.9368854811178,-34.6123818724,-58.4118738964,-34.6123818724,-58.4118738964,Centroide geométrico,0,0.00,0,14,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1130,Plaza Unidad Nacional,Pza. Unidad Nacional,Plaza,PLAZA,No informado,"GALLO, DELFIN - MURGIONDO - VIAS DEL FCGB - CAFAYATE",Villa Lugano,8,SI,3805.0511003680394,1183.8697094589586,-34.6772559883,-58.4766646769,-34.6772559883,-58.4766646769,Centroide geométrico,0,0.00,0,30,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1131,Plaza Cap. D. Fidel Sarmiento,Pza. Cap. D. Fidel Sarmiento,Plaza,PLAZA,No informado,GANDARA - GAMARRA - MARSELLA - BERLIN (BARRIO PAQUE CHAS),Parque Chas,15,SI,1155.409923428968,795.7154172862483,-34.5821664609,-58.4775640097,-34.5822568985,-58.4778696737,Punto representativo interno del componente principal,1,29.78,0,11,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1132,Plaza Dr. Alfredo Nobel,Pza. Dr. Alfredo Nobel,Plaza,PLAZA,No informado,HAMBURGO - BUCAREST - BURELA - TURIN (BARRIO PQUE.CHAS),Parque Chas,15,SI,1447.6863020840576,636.1665895720889,-34.5880118077,-58.4846749766,-34.5878401638,-58.4844707986,Punto representativo interno del componente principal,1,26.71,0,11,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
1133,Plaza Inmigrantes de Armenia,Pza. Inmig. de Armenia (ex Palermo Viejo),Plaza,PLAZA,No informado,MALABIA - COSTA RICA - ARMENIA - NICARAGUA,Palermo,14,SI,5760.999187683599,1134.3130955094314,-34.5884229256,-58.4252988487,-34.5887806457,-58.4251791316,Punto representativo interno del componente principal,1,41.17,0,11,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
